,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
77,2900.0,270.0,572.4,13188.23,106.0,103.03,685697.5,105.5,105.52,105.32,103.0,101.84,625829.2,100.4,8799.0,101.0,101.89,1067772.0,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,92.8,96.49,552124.4,96.9,8585.0,95.35,94.34,86.2,83.21,526596.4,8393.0,90.95,89.79,4386.9,13596.37,12063.5,1584.3,1316.3,3819.0,1408.4,8842.18,12113.01,1188995.8,1424.1,8776.71,13571.8,1298.8,1389.6,8699.73,973523.7,1294.2,1288.0,8555.54,954628.6,94.1,1143.8,8364.78,11379.37,929027.1,3896.7,3526.1,17584.3,1473.5,2790.6,8864.0,14488.6,8792.15,4396.08,3.15,45966.0,11491.5,34474.5,44835.0,22983.0,2.76,2.65,334.8,3.25,52.2,3678.0,3.05,3561.0,156.6
78,2800.0,280.0,1430.8,54857.63,149.1,134.8,1284199.4,147.6,136.6,140.2,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,1654038.4,137.4,125.83,1059966.2,117.4,9208.0,123.37,127.33,130.5,117.05,961139.2,112.8,9168.0,120.24,121.94,124.4,108.42,921019.4,9131.0,116.56,119.13,8758.2,9501.3,9576.9,2143.3,1963.7,6232.8,2220.6,9231.76,9821.0,1734973.5,2014.5,9216.19,10078.4,1994.6,2025.0,9185.48,1660444.0,1763.9,1837.4,9153.66,1673301.4,110.3,1821.6,9114.22,9459.4,1391757.1,4586.1,6622.5,73143.5,2244.1,4602.1,9286.0,43446.8,36571.75,18285.88,4.09,48260.0,12065.0,36195.0,47096.0,24130.0,3.45,3.44,299.4,2.75,108.1,3052.0,2.45,3629.0,324.3
79,2600.0,250.0,777.5,17584.3,111.4,104.33,704586.3,107.5,110.51,108.51,106.0,103.03,685697.5,105.5,8864.0,105.52,105.32,1188995.8,103.0,101.84,625829.2,100.4,8799.0,101.0,101.89,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,92.8,96.49,552124.4,8585.0,95.35,94.34,3526.1,13571.8,13596.37,1473.5,1288.0,4386.9,1836.6,8920.04,12423.86,1181572.6,1408.4,8842.18,12113.01,1424.1,1584.3,8776.71,1067772.0,1298.8,1389.6,8699.73,973523.7,96.9,1294.2,8555.54,12063.5,954628.6,3819.0,6622.6,10861.7,1932.5,3896.7,8938.0,4396.08,13188.23,8792.15,2.5,11774.0,22983.0,45966.0,11491.5,34474.5,2.65,3.15,52.2,3.05,104.4,3157.0,2.76,2700.0,208.8
80,1800.0,180.0,365.4,8792.15,103.0,101.84,625829.2,100.4,101.0,101.89,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,973523.7,92.8,96.49,552124.4,96.9,8585.0,95.35,94.34,86.2,83.21,526596.4,94.1,8393.0,90.95,89.79,81.9,81.05,486347.8,8382.0,87.27,85.56,3819.0,12063.5,11379.37,1389.6,1176.5,3896.7,1424.1,8776.71,13571.8,1067772.0,1298.8,8699.73,13596.37,1294.2,1288.0,8555.54,954628.6,1143.8,1316.3,8364.78,929027.1,90.4,1082.5,8343.6,10555.47,865878.9,2790.6,4386.9,13188.23,1584.3,3157.3,8799.0,10866.45,4396.08,14488.6,2.65,34474.5,44835.0,22983.0,33626.25,11491.5,3.05,2.76,251.1,2.44,334.8,2734.0,3.25,3157.0,104.4
81,3300.0,300.0,1452.0,54857.63,149.1,134.8,1284199.4,147.6,136.6,140.2,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,1654038.4,137.4,125.83,1059966.2,117.4,9208.0,123.37,127.33,130.5,117.05,961139.2,112.8,9168.0,120.24,121.94,124.4,108.42,921019.4,9131.0,116.56,119.13,8758.2,9501.3,9576.9,2143.3,1963.7,6232.8,2220.6,9231.76,9821.0,1734973.5,2014.5,9216.19,10078.4,1994.6,2025.0,9185.48,1660444.0,1763.9,1837.4,9153.66,1673301.4,110.3,1821.6,9114.22,9459.4,1391757.1,4586.1,6622.5,73143.5,2244.1,4602.1,9286.0,43446.8,36571.75,18285.88,4.09,48260.0,12065.0,36195.0,47096.0,24130.0,3.45,3.44,299.4,2.75,108.1,3052.0,2.45,3629.0,324.3
82,2200.0,270.0,1104.3,21723.4,120.2,107.2,832123.7,109.6,112.15,115.7,116.3,104.71,784948.5,109.1,9022.0,109.02,112.0,1167697.4,111.4,104.33,704586.3,107.5,8938.0,110.51,108.51,106.0,103.03,685697.5,105.5,8864.0,105.52,105.32,103.0,101.84,625829.2,8799.0,101.0,101.89,4858.1,12423.86,12113.01,1795.3,1584.3,6622.6,1757.7,9063.61,10304.2,1181856.2,1534.6,9000.91,10411.45,1836.6,1932.5,8920.04,1181572.6,1408.4,1473.5,8842.18,1188995.8,100.4,1424.1,8776.71,13571.8,1067772.0,3526.1,5136.1,32585.1,1817.6,4386.9,9078.0,13188.23,10861.7,17584.3,2.29,35322.0,45966.0,23548.0,34474.5,11774.0,2.5,2.47,156.6,2.65,208.8,2700.0,3.15,2859.0,149.7
83,1200.0,140.0,459.2,9452.7,47.8,57.88,198459.6,45.0,56.37,46.45,46.3,52.26,192689.2,40.1,8420.0,54.62,44.79,629797.2,45.6,51.63,183726.0,39.7,8690.0,51.89,42.87,44.5,49.8,176542.9,35.0,9048.0,50.28,41.8,43.4,46.94,166267.2,8315.0,49.92,40.26,1979.0,1976.26,1766.35,764.5,652.2,1298.1,645.9,1755.0,2424.37,626960.3,629.9,1755.0,2206.19,627.6,669.8,1755.0,611105.4,611.8,670.1,1755.0,566492.3,34.7,641.5,1755.0,1718.9,540680.6,1563.4,2034.8,2611.4,744.5,1179.5,8418.0,2363.18,7089.53,4726.35,3.39,10351.75,20117.0,40234.0,10058.5,30175.5,2.67,3.25,64.55,1.72,129.1,2272.0,2.48,2964.0,258.2
84,1700.0,110.0,177.1,9342.45,56.2,61.52,320957.3,64.5,67.81,63.25,55.5,60.78,297210.1,61.5,8018.0,65.0,60.53,610502.7,54.2,59.4,280451.7,58.1,8001.0,63.69,58.55,52.4,57.65,262789.0,54.2,8013.0,62.78,56.45,51.3,56.13,249110.7,8002.0,60.74,54.26,3663.5,3347.72,3387.72,861.8,815.5,3755.8,797.3,1755.0,3758.77,628132.9,757.8,1755.0,3538.71,795.0,818.5,1755.0,589389.6,746.8,815.5,1755.0,606524.2,52.8,733.8,1755.0,2978.26,601988.1,2931.4,3485.8,12456.6,809.8,2562.3,8003.0,10445.6,6228.3,3114.15,6.11,42587.0,10646.75,31940.25,41407.0,21293.5,5.41,3.94,217.0,5.97,59.88,7196.0,5.4,6788.0,179.63
85,880.0,70.0,119.7,1997.35,35.7,37.42,124042.2,30.49,36.4,30.32,34.6,37.16,120470.6,29.55,4730.0,35.67,28.87,390388.5,33.4,36.56,115107.4,28.61,4758.0,34.98,27.13,31.4,33.0,116552.6,27.68,4695.0,32.83,25.62,30.9,31.47,98042.9,4630.0,31.3,23.87,1861.2,1859.5,1936.75,667.8,768.0,2211.5,544.0,1755.0,1625.98,377633.3,481.1,1755.0,1645.98,229.2,582.9,1755.0,408321.5,763.2,582.8,1755.0,415431.1,26.74,412.0,1755.0,1991.43,413834.5,1430.8,1083.9,2996.03,652.8,1571.1,4718.0,2162.1,998.68,2882.8,1.28,28449.75,36818.0,18966.5,27613.5,9483.25,2.32,2.28,110.93,2.68,147.9,2898.0,2.69,3840.0,87.85
86,2800.0,390.0,819.0,52083.6,203.8,162.84,1640293.0,229.3,158.63,169.5,190.3,154.36,1523166.6,210.7,9396.0,148.76,159.0,1908975.7,177.6,147.44,1451175.9,188.9,9347.0,140.9,146.2,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,149.1,134.8,1284199.4,9286.0,136.6,140.2,12930.0,10149.0,9291.0,3000.0,2244.1,8146.1,2738.8,9248.4,10082.0,2318397.0,2595.2,9329.64,9700.0,2284.4,2627.5,9297.06,1681849.3,2451.2,2526.4,9254.28,1732937.5,147.6,2220.6,9231.76,9821.0,1734973.5,8245.0,10855.3,69444.8,3148.0,6622.5,9380.0,73143.5,34722.4,17361.2,6.46,49572.0,12393.0,37179.0,48260.0,24786.0,6.88,5.33,432.4,4.09,98.33,5606.0,4.72,5909.0,294.98
87,1900.0,530.0,954.0,49414.13,259.5,204.02,1901366.0,276.1,191.63,212.1,255.8,216.48,1704943.8,292.4,10099.3,190.5,204.8,2310101.4,245.1,225.0,1670609.2,300.5,9489.1,179.96,189.5,224.7,198.55,1622664.0,306.7,9260.0,171.13,178.3,203.8,162.84,1640293.0,9380.0,158.63,169.5,18468.3,11763.0,11568.0,3676.1,3148.0,18690.9,3499.4,9784.77,7966.5,2217708.7,3447.8,9967.33,8857.0,3355.8,3686.3,9403.58,2303248.1,2871.3,3662.6,9132.66,2435004.3,229.3,2738.8,9248.4,10082.0,2318397.0,15001.6,16139.0,65885.5,3823.6,10855.3,9867.6,69444.8,32942.75,16471.38,3.44,50928.0,12732.0,38196.0,49572.0,25464.0,6.54,3.8,393.3,6.46,83.53,6790.0,6.73,4242.0,250.58
88,550.0,230.0,437.0,7834.2,51.3,56.13,249110.7,52.8,60.74,54.26,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,588020.5,49.1,59.29,212073.3,47.5,8231.0,56.99,48.4,47.8,57.88,198459.6,45.0,8418.0,56.37,46.45,46.3,52.26,192689.2,8420.0,54.62,44.79,2684.3,2556.96,2424.37,812.7,764.5,2103.5,733.8,1755.0,2978.26,601988.1,742.7,1755.0,2850.2,769.6,717.9,1755.0,605688.7,645.9,744.5,1755.0,626960.3,40.1,629.9,1755.0,2206.19,629797.2,2034.8,2562.3,10445.6,815.5,1979.0,8002.0,9452.7,5222.8,2611.4,5.97,41407.0,10351.75,31055.25,40234.0,20703.5,3.53,4.3,258.2,3.25,54.25,3670.0,3.39,4691.0,162.75
89,450.0,200.0,379.0,6489.1,43.4,46.94,166267.2,34.7,49.92,40.26,41.0,41.25,160401.5,34.4,7773.0,45.91,38.34,524764.8,40.3,40.84,150266.8,34.1,6714.0,43.4,36.45,39.3,40.21,143737.7,33.5,5827.0,41.79,34.76,38.0,39.43,134548.4,5565.0,41.03,33.37,1217.5,1535.16,1527.55,608.2,680.5,1149.5,641.5,1755.0,1718.9,540680.6,614.0,1755.0,1537.96,573.7265312999999,680.29,1755.0,466212.2,554.0819663,663.97,1755.0,409677.9,33.7,574.6,1755.0,1601.79,403875.0,1284.5,1179.5,2363.18,652.2,1191.1,8315.0,1622.28,4866.83,3244.55,1.72,10058.5,19533.0,39066.0,9766.5,29299.5,1.15,1.74,71.45,0.92,142.9,2374.0,1.52,1580.0,285.8
90,600.0,260.0,546.0,8792.15,103.0,101.84,625829.2,100.4,101.0,101.89,98.2,98.64,602224.7,97.2,8735.0,98.12,98.45,973523.7,92.8,96.49,552124.4,96.9,8585.0,95.35,94.34,86.2,83.21,526596.4,94.1,8393.0,90.95,89.79,81.9,81.05,486347.8,8382.0,87.27,85.56,3819.0,12063.5,11379.37,1389.6,1176.5,3896.7,1424.1,8776.71,13571.8,1067772.0,1298.8,8699.73,13596.37,1294.2,1288.0,8555.54,954628.6,1143.8,1316.3,8364.78,929027.1,90.4,1082.5,8343.6,10555.47,865878.9,2790.6,4386.9,13188.23,1584.3,3157.3,8799.0,10866.45,4396.08,14488.6,2.65,34474.5,44835.0,22983.0,33626.25,11491.5,3.05,2.76,251.1,2.44,334.8,2734.0,3.25,3157.0,104.4
91,2100.0,240.0,492.0,18285.88,137.4,125.83,1059966.2,117.4,123.37,127.33,130.5,117.05,961139.2,112.8,9168.0,120.24,121.94,1673301.4,124.4,108.42,921019.4,110.3,9131.0,116.56,119.13,120.2,107.2,832123.7,109.6,9078.0,112.15,115.7,116.3,104.71,784948.5,9022.0,109.02,112.0,4586.1,9459.4,10304.2,1837.4,1795.3,4602.1,1994.6,9185.48,9501.3,1660444.0,1763.9,9153.66,9576.9,1821.6,1963.7,9114.22,1391757.1,1757.7,1817.6,9063.61,1181856.2,109.1,1534.6,9000.91,10411.45,1167697.4,5136.1,6232.8,36571.75,2025.0,4858.1,9208.0,21723.4,43446.8,32585.1,3.45,24130.0,35322.0,12065.0,23548.0,47096.0,2.75,2.45,149.7,2.47,224.55,2264.0,2.29,3052.0,108.1
92,770.0,160.0,168.32,7834.2,51.3,56.13,249110.7,52.8,60.74,54.26,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,588020.5,49.1,59.29,212073.3,47.5,8231.0,56.99,48.4,47.8,57.88,198459.6,45.0,8418.0,56.37,46.45,46.3,52.26,192689.2,8420.0,54.62,44.79,2684.3,2556.96,2424.37,812.7,764.5,2103.5,733.8,1755.0,2978.26,601988.1,742.7,1755.0,2850.2,769.6,717.9,1755.0,605688.7,645.9,744.5,1755.0,626960.3,40.1,629.9,1755.0,2206.19,629797.2,2034.8,2562.3,10445.6,815.5,1979.0,8002.0,9452.7,5222.8,2611.4,5.97,41407.0,10351.75,31055.25,40234.0,20703.5,3.53,4.3,258.2,3.25,54.25,3670.0,3.39,4691.0,162.75
93,550.0,160.0,264.0,9342.45,56.2,61.52,320957.3,64.5,67.81,63.25,55.5,60.78,297210.1,61.5,8018.0,65.0,60.53,610502.7,54.2,59.4,280451.7,58.1,8001.0,63.69,58.55,52.4,57.65,262789.0,54.2,8013.0,62.78,56.45,51.3,56.13,249110.7,8002.0,60.74,54.26,3663.5,3347.72,3387.72,861.8,815.5,3755.8,797.3,1755.0,3758.77,628132.9,757.8,1755.0,3538.71,795.0,818.5,1755.0,589389.6,746.8,815.5,1755.0,606524.2,52.8,733.8,1755.0,2978.26,601988.1,2931.4,3485.8,12456.6,809.8,2562.3,8003.0,10445.6,6228.3,3114.15,6.11,42587.0,10646.75,31940.25,41407.0,21293.5,5.41,3.94,217.0,5.97,59.88,7196.0,5.4,6788.0,179.63
94,1300.0,240.0,804.0,52083.6,203.8,162.84,1640293.0,229.3,158.63,169.5,190.3,154.36,1523166.6,210.7,9396.0,148.76,159.0,1908975.7,177.6,147.44,1451175.9,188.9,9347.0,140.9,146.2,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,149.1,134.8,1284199.4,9286.0,136.6,140.2,12930.0,10149.0,9291.0,3000.0,2244.1,8146.1,2738.8,9248.4,10082.0,2318397.0,2595.2,9329.64,9700.0,2284.4,2627.5,9297.06,1681849.3,2451.2,2526.4,9254.28,1732937.5,147.6,2220.6,9231.76,9821.0,1734973.5,8245.0,10855.3,69444.8,3148.0,6622.5,9380.0,73143.5,34722.4,17361.2,6.46,49572.0,12393.0,37179.0,48260.0,24786.0,6.88,5.33,432.4,4.09,98.33,5606.0,4.72,5909.0,294.98
95,1800.0,350.0,507.5,32942.75,255.8,216.48,1704943.8,292.4,190.5,204.8,245.1,225.0,1670609.2,300.5,9489.1,179.96,189.5,2303248.1,224.7,198.55,1622664.0,306.7,9260.0,171.13,178.3,203.8,162.84,1640293.0,229.3,9380.0,158.63,169.5,190.3,154.36,1523166.6,9396.0,148.76,159.0,18690.9,11568.0,10082.0,3686.3,3000.0,15001.6,3447.8,9967.33,8857.0,2310101.4,3355.8,9403.58,11763.0,2871.3,3662.6,9132.66,2435004.3,2738.8,3148.0,9248.4,2318397.0,210.7,2595.2,9329.64,9700.0,1908975.7,10855.3,18468.3,49414.13,3676.1,12930.0,10099.3,52083.6,16471.38,69444.8,3.8,38196.0,49572.0,25464.0,37179.0,12732.0,6.73,6.54,294.98,5.33,393.3,6370.0,6.46,6458.0,167.05
96,1400.0,300.0,339.0,17361.2,177.6,147.44,1451175.9,188.9,140.9,146.2,160.0,141.34,1341072.8,173.8,9306.0,136.56,138.8,1732937.5,149.1,134.8,1284199.4,147.6,9286.0,136.6,140.2,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,137.4,125.83,1059966.2,9208.0,123.37,127.33,8245.0,9821.0,10078.4,2526.4,2025.0,6622.5,2284.4,9297.06,10149.0,1681849.3,2451.2,9254.28,9291.0,2220.6,2244.1,9231.76,1734973.5,2014.5,2143.3,9216.19,1654038.4,117.4,1994.6,9185.48,9501.3,1660444.0,8758.2,8146.1,34722.4,2627.5,6232.8,9347.0,36571.75,73143.5,54857.63,6.88,24786.0,36195.0,12393.0,24130.0,48260.0,4.09,4.72,216.2,3.45,324.3,3629.0,3.44,5606.0,98.33
97,980.0,250.0,300.0,54857.63,149.1,134.8,1284199.4,147.6,136.6,140.2,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,1654038.4,137.4,125.83,1059966.2,117.4,9208.0,123.37,127.33,130.5,117.05,961139.2,112.8,9168.0,120.24,121.94,124.4,108.42,921019.4,9131.0,116.56,119.13,8758.2,9501.3,9576.9,2143.3,1963.7,6232.8,2220.6,9231.76,9821.0,1734973.5,2014.5,9216.19,10078.4,1994.6,2025.0,9185.48,1660444.0,1763.9,1837.4,9153.66,1673301.4,110.3,1821.6,9114.22,9459.4,1391757.1,4586.1,6622.5,73143.5,2244.1,4602.1,9286.0,43446.8,36571.75,18285.88,4.09,48260.0,12065.0,36195.0,47096.0,24130.0,3.45,3.44,299.4,2.75,108.1,3052.0,2.45,3629.0,324.3
98,2300.0,370.0,536.5,26377.29,274.0,195.1,2171922.8,319.38,204.7,222.6,267.8,192.1,2116613.8,306.93,9988.0,201.66,218.4,2271543.7,261.5,186.8,1970485.1,294.47,9908.0,196.76,215.0,259.5,204.02,1901366.0,276.1,9867.6,191.63,212.1,255.8,216.48,1704943.8,10099.3,190.5,204.8,16335.0,9258.4,7966.5,4472.3,3676.1,14711.0,4188.65,9916.9,11274.9,2606321.0,3962.24,9925.49,11479.8,3746.01,4215.95,9833.67,2183435.0,3499.4,3823.6,9784.77,2217708.7,292.4,3447.8,9967.33,8857.0,2310101.4,16139.0,15503.0,39565.93,4741.56,18468.3,9963.0,49414.13,13188.64,65885.5,2.7,38732.14,50928.0,25821.42,38196.0,12910.71,3.5,2.4,250.58,3.8,334.1,3098.0,3.44,2576.0,138.24
99,420.0,110.0,171.6,3994.7,38.0,39.43,134548.4,33.7,41.03,33.37,36.2,37.64,134312.5,31.43,4930.0,38.7,32.04,377828.6,35.7,37.42,124042.2,30.49,4718.0,36.4,30.32,34.6,37.16,120470.6,29.55,4730.0,35.67,28.87,33.4,36.56,115107.4,4758.0,34.98,27.13,1529.0,1625.98,1645.98,765.8,582.9,1083.9,574.6,1755.0,1601.79,403875.0,589.5,1755.0,1653.06,544.0,652.8,1755.0,377633.3,481.1,667.8,1755.0,390388.5,28.61,229.2,1755.0,1859.5,408321.5,1861.2,1191.1,1622.28,680.5,2211.5,5565.0,998.68,2996.03,1997.35,0.92,9766.5,18966.5,37933.0,9483.25,28449.75,1.28,1.55,43.93,2.32,87.85,3840.0,2.28,2790.0,175.7
100,1500.0,280.0,767.2,73143.5,160.0,141.34,1341072.8,173.8,136.56,138.8,149.1,134.8,1284199.4,147.6,9286.0,136.6,140.2,1734973.5,143.4,131.56,1137397.7,132.6,9244.0,129.24,134.46,137.4,125.83,1059966.2,117.4,9208.0,123.37,127.33,130.5,117.05,961139.2,9168.0,120.24,121.94,6622.5,10078.4,9501.3,2244.1,1837.4,8758.2,2451.2,9254.28,9291.0,1732937.5,2220.6,9231.76,9821.0,2014.5,2143.3,9216.19,1654038.4,1994.6,2025.0,9185.48,1660444.0,112.8,1763.9,9153.66,9576.9,1673301.4,6232.8,8245.0,17361.2,2526.4,4586.1,9306.0,18285.88,54857.63,36571.75,4.72,12393.0,24130.0,48260.0,12065.0,36195.0,3.44,4.09,108.1,2.45,216.2,3882.0,3.45,4079.0,432.4
101,1100.0,240.0,508.8,14488.6,92.8,96.49,552124.4,96.9,95.35,94.34,86.2,83.21,526596.4,94.1,8393.0,90.95,89.79,929027.1,81.9,81.05,486347.8,90.4,8382.0,87.27,85.56,76.9,79.93,463829.0,88.2,8325.0,85.37,82.89,72.9,78.63,427087.7,8186.0,83.55,80.05,2790.6,10555.47,8993.0,1316.3,1104.7,3157.3,1294.2,8555.54,12063.5,954628.6,1143.8,8364.78,11379.37,1082.5,1176.5,8343.6,865878.9,1032.5,1203.3,8271.46,833494.6,85.9,1014.9,8148.33,6703.06,817526.9,4107.4,3896.7,4396.08,1288.0,4521.3,8585.0,3622.15,10866.45,7244.3,3.05,11491.5,22417.5,44835.0,11208.75,33626.25,2.44,3.25,83.7,1.81,167.4,2217.0,2.04,2734.0,334.8
102,820.0,110.0,181.5,7834.2,51.3,56.13,249110.7,52.8,60.74,54.26,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,588020.5,49.1,59.29,212073.3,47.5,8231.0,56.99,48.4,47.8,57.88,198459.6,45.0,8418.0,56.37,46.45,46.3,52.26,192689.2,8420.0,54.62,44.79,2684.3,2556.96,2424.37,812.7,764.5,2103.5,733.8,1755.0,2978.26,601988.1,742.7,1755.0,2850.2,769.6,717.9,1755.0,605688.7,645.9,744.5,1755.0,626960.3,40.1,629.9,1755.0,2206.19,629797.2,2034.8,2562.3,10445.6,815.5,1979.0,8002.0,9452.7,5222.8,2611.4,5.97,41407.0,10351.75,31055.25,40234.0,20703.5,3.53,4.3,258.2,3.25,54.25,3670.0,3.39,4691.0,162.75
103,280.0,40.0,57.2,2162.1,31.4,33.0,116552.6,27.68,32.83,25.62,30.9,31.47,98042.9,26.74,4630.0,31.3,23.87,413834.5,29.5,29.93,92354.2,25.8,4252.0,30.13,21.54,26.9,28.4,85347.6,24.86,4198.0,29.95,19.7,24.3,26.87,85072.2,4063.0,27.84,18.37,1571.1,2134.49,2000.42,768.0,409.3,1668.9,763.2,1755.0,1936.75,415431.1,412.0,1755.0,1991.43,431.1,550.4,1755.0,402158.1,331.3,467.1,1751.67,420359.6,23.92,225.7,1750.0,1549.44,420700.5,1163.3,1430.8,2882.8,582.8,867.4,4695.0,1872.6,1441.4,720.7,2.69,36818.0,9204.5,27613.5,35763.0,18409.0,3.56,2.68,134.3,3.51,36.98,2309.0,3.31,3302.0,110.93
104,490.0,100.0,72.0,3994.7,38.0,39.43,134548.4,33.7,41.03,33.37,36.2,37.64,134312.5,31.43,4930.0,38.7,32.04,377828.6,35.7,37.42,124042.2,30.49,4718.0,36.4,30.32,34.6,37.16,120470.6,29.55,4730.0,35.67,28.87,33.4,36.56,115107.4,4758.0,34.98,27.13,1529.0,1625.98,1645.98,765.8,582.9,1083.9,574.6,1755.0,1601.79,403875.0,589.5,1755.0,1653.06,544.0,652.8,1755.0,377633.3,481.1,667.8,1755.0,390388.5,28.61,229.2,1755.0,1859.5,408321.5,1861.2,1191.1,1622.28,680.5,2211.5,5565.0,998.68,2996.03,1997.35,0.92,9766.5,18966.5,37933.0,9483.25,28449.75,1.28,1.55,43.93,2.32,87.85,3840.0,2.28,2790.0,175.7
105,730.0,130.0,269.1,10445.6,52.4,57.65,262789.0,54.2,62.78,56.45,51.3,56.13,249110.7,52.8,8002.0,60.74,54.26,601988.1,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,49.1,59.29,212073.3,47.5,8231.0,56.99,48.4,47.8,57.88,198459.6,8418.0,56.37,46.45,2562.3,2850.2,2556.96,815.5,744.5,2684.3,746.8,1755.0,3387.72,606524.2,733.8,1755.0,2978.26,742.7,812.7,1755.0,588020.5,769.6,717.9,1755.0,605688.7,45.0,645.9,1755.0,2424.37,626960.3,2103.5,2931.4,3114.15,815.5,2034.8,8013.0,2611.4,7834.2,5222.8,5.4,10646.75,20703.5,41407.0,10351.75,31055.25,4.3,5.97,54.25,3.39,108.5,4072.0,3.53,5275.0,217.0
106,720.0,100.0,190.0,9452.7,47.8,57.88,198459.6,45.0,56.37,46.45,46.3,52.26,192689.2,40.1,8420.0,54.62,44.79,629797.2,45.6,51.63,183726.0,39.7,8690.0,51.89,42.87,44.5,49.8,176542.9,35.0,9048.0,50.28,41.8,43.4,46.94,166267.2,8315.0,49.92,40.26,1979.0,1976.26,1766.35,764.5,652.2,1298.1,645.9,1755.0,2424.37,626960.3,629.9,1755.0,2206.19,627.6,669.8,1755.0,611105.4,611.8,670.1,1755.0,566492.3,34.7,641.5,1755.0,1718.9,540680.6,1563.4,2034.8,2611.4,744.5,1179.5,8418.0,2363.18,7089.53,4726.35,3.39,10351.75,20117.0,40234.0,10058.5,30175.5,2.67,3.25,64.55,1.72,129.1,2272.0,2.48,2964.0,258.2
107,1000.0,160.0,62.4,10866.45,86.2,83.21,526596.4,94.1,90.95,89.79,81.9,81.05,486347.8,90.4,8382.0,87.27,85.56,865878.9,76.9,79.93,463829.0,88.2,8325.0,85.37,82.89,72.9,78.63,427087.7,85.9,8186.0,83.55,80.05,69.4,76.29,417524.0,8058.0,79.65,76.92,3157.3,8993.0,6703.06,1176.5,1270.5,4107.4,1143.8,8364.78,11379.37,929027.1,1082.5,8343.6,10555.47,1032.5,1203.3,8271.46,833494.6,1014.9,1104.7,8148.33,817526.9,81.7,1005.0,8002.21,5062.76,788018.3,4521.3,2790.6,14488.6,1316.3,5146.3,8393.0,15748.8,7244.3,3622.15,3.25,44835.0,11208.75,33626.25,43710.0,22417.5,2.04,2.44,372.0,2.84,83.7,3255.0,1.81,2247.0,251.1
108,1500.0,290.0,446.6,32585.1,124.4,108.42,921019.4,110.3,116.56,119.13,120.2,107.2,832123.7,109.6,9078.0,112.15,115.7,1181856.2,116.3,104.71,784948.5,109.1,9022.0,109.02,112.0,111.4,104.33,704586.3,107.5,8938.0,110.51,108.51,106.0,103.03,685697.5,8864.0,105.52,105.32,5136.1,10411.45,12423.86,1817.6,1473.5,4858.1,1821.6,9114.22,9459.4,1391757.1,1757.7,9063.61,10304.2,1534.6,1795.3,9000.91,1167697.4,1836.6,1932.5,8920.04,1181572.6,105.5,1408.4,8842.18,12113.01,1188995.8,6622.6,4602.1,43446.8,1963.7,3526.1,9131.0,17584.3,21723.4,10861.7,2.75,47096.0,11774.0,35322.0,45966.0,23548.0,2.47,2.29,208.8,3.15,74.85,3152.0,2.5,2264.0,224.55
109,640.0,90.0,216.9,3114.15,54.2,59.4,280451.7,58.1,63.69,58.55,52.4,57.65,262789.0,54.2,8013.0,62.78,56.45,606524.2,51.3,56.13,249110.7,52.8,8002.0,60.74,54.26,50.9,57.62,225500.9,50.3,8102.0,58.66,51.86,49.1,59.29,212073.3,8231.0,56.99,48.4,2931.4,2978.26,2850.2,815.5,717.9,2562.3,795.0,1755.0,3347.72,589389.6,746.8,1755.0,3387.72,733.8,815.5,1755.0,601988.1,742.7,812.7,1755.0,588020.5,47.5,769.6,1755.0,2556.96,605688.7,2684.3,3755.8,6228.3,818.5,2103.5,8001.0,5222.8,10445.6,7834.2,5.41,21293.5,31055.25,10646.75,20703.5,41407.0,5.97,5.4,108.5,3.53,162.75,4691.0,4.3,7196.0,59.88
110,160.0,30.0,13.2,154.4,12.7,11.56,41015.52,14.54,11.91,10.41,12.1,10.03,38193.64,13.6,1649.0,11.62,10.06,141542.6,11.6,8.5,35859.4,12.67,1582.0,10.86,9.79,11.4,6.97,32793.7,11.73,1507.0,10.17,9.35,10.6,5.44,30012.46,1450.0,9.91,8.85,287.2,435.1,508.64,211.1,158.45,322.5,192.6,1591.75,363.13,146872.1,183.6,1612.95,392.96,165.1,208.6,1504.36,129102.4,167.9,209.6,1450.47,123618.0,10.79,180.3715071,1439.0,590.64,121857.2,388.9,373.9,308.8,232.9,345.3,1601.0,305.2,610.4,457.8,1.5,16871.5,24582.0,8435.75,16388.0,32776.0,1.99,1.24,28.3,2.58,42.45,2312.0,2.25,2952.0,17.03
